onset	duration	trial_type	value	sample
445.7	0.0	ROWE	10	445700
445.749	0.0	ROWS	11	445749
449.783	0.0	ROWE	10	449783
449.838	0.0	ROWS	11	449838
451.399	0.0	ROWE	10	451399
451.455	0.0	ROWS	11	451455
455.533	0.0	ROWE	10	455533
455.593	0.0	ROWS	11	455593
459.699	0.0	ROWE	10	459699
459.759	0.0	ROWS	11	459759
462.199	0.0	ROWE	10	462199
462.26	0.0	ROWS	11	462260
466.432	0.0	ROWE	10	466432
466.493	0.0	ROWS	11	466493
470.598	0.0	ROWE	10	470598
470.666	0.0	ROWS	11	470666
474.065	0.0	ROWE	10	474065
474.144	0.0	ROWS	11	474144
478.632	0.0	ROWE	10	478632
478.703	0.0	ROWS	11	478703
482.965	0.0	ROWE	10	482965
483.035	0.0	ROWS	11	483035
484.266	0.0	ROWE	10	484266
484.322	0.0	ROWS	11	484322
488.432	0.0	ROWE	10	488432
488.49	0.0	ROWS	11	488490
492.598	0.0	ROWE	10	492598
492.655	0.0	ROWS	11	492655
495.181	0.0	ROWE	10	495181
495.239	0.0	ROWS	11	495239
499.348	0.0	ROWE	10	499348
499.41	0.0	ROWS	11	499410
503.514	0.0	ROWE	10	503514
503.573	0.0	ROWS	11	503573
506.848	0.0	ROWE	10	506848
506.909	0.0	ROWS	11	506909
511.098	0.0	ROWE	10	511098
511.159	0.0	ROWS	11	511159
515.264	0.0	ROWE	10	515264
515.328	0.0	ROWS	11	515328
518.714	0.0	ROWE	10	518714
518.77	0.0	ROWS	11	518770
522.881	0.0	ROWE	10	522881
522.935	0.0	ROWS	11	522935
525.38	0.0	ROWE	10	525380
525.436	0.0	ROWS	11	525436
529.58	0.0	ROWE	10	529580
529.641	0.0	ROWS	11	529641
533.331	0.0	ROWE	10	533331
533.393	0.0	ROWS	11	533393
537.663	0.0	ROWE	10	537663
537.728	0.0	ROWS	11	537728
542.064	0.0	ROWE	10	542064
542.131	0.0	ROWS	11	542131
546.397	0.0	ROWE	10	546397
546.463	0.0	ROWS	11	546463
550.73	0.0	ROWE	10	550730
550.796	0.0	ROWS	11	550796
555.147	0.0	ROWE	10	555147
555.203	0.0	ROWS	11	555203
559.313	0.0	ROWE	10	559313
559.372	0.0	ROWS	11	559372
561.813	0.0	ROWE	10	561813
561.875	0.0	ROWS	11	561875
565.98	0.0	ROWE	10	565980
566.045	0.0	ROWS	11	566045
570.396	0.0	ROWE	10	570396
570.461	0.0	ROWS	11	570461
574.73	0.0	ROWE	10	574730
574.795	0.0	ROWS	11	574795
579.063	0.0	ROWE	10	579063
579.134	0.0	ROWS	11	579134
583.48	0.0	ROWE	10	583480
583.556	0.0	ROWS	11	583556
587.83	0.0	ROWE	10	587830
587.889	0.0	ROWS	11	587889
591.995	0.0	ROWE	10	591995
592.049	0.0	ROWS	11	592049
593.246	0.0	ROWE	10	593246
593.277	0.0	ROWS	11	593277
597.162	0.0	ROWE	10	597162
597.206	0.0	ROWS	11	597206
597.562	0.0	ROWE	10	597562
597.611	0.0	ROWS	11	597611
601.562	0.0	ROWE	10	601562
601.626	0.0	ROWS	11	601626
605.896	0.0	ROWE	10	605896
605.965	0.0	ROWS	11	605965
608.928	0.0	ROWE	10	608928
608.991	0.0	ROWS	11	608991
613.112	0.0	ROWE	10	613112
613.173	0.0	ROWS	11	613173
617.362	0.0	ROWE	10	617362
